,Unnamed: 0,Solvent,Solute,COSMO_RS,UNIFAC,mod_UNIFAC_Ly,mod_UNIFAC_Do,Abraham,HSP,Hildebrand,MOSCED,Literature,Ref,Solvent_SMILES,Solute_SMILES,key_ID,solute_idx,solvent_idx,log_gamma_exp,solute_smiles,solvent_smiles,DDB Solute,DDB Solvent,Ensemble_1,Ensemble_2,Ensemble_3,Ensemble_4,Ensemble_5,Ensemble_6,Ensemble_7,Ensemble_8,Ensemble_9,Ensemble_10,Ensemble_11,Ensemble_12,Ensemble_13,Ensemble_14,Ensemble_15,Ensemble_16,Ensemble_17,Ensemble_18,Ensemble_19,Ensemble_20,Ensemble_21,Ensemble_22,Ensemble_23,Ensemble_24,Ensemble_25,Ensemble_26,Ensemble_27,Ensemble_28,Ensemble_29,Ensemble_30,Ensemble_-1
1933,1933,n-hexadecane,n-Nonane,-0.051293294,-0.116533816,-0.061875404,-0.051293294,0.19062036,-0.342490309,-0.314710745,-0.105360516,-0.0237979886666666,"['[54] ', '[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCCCCCCCC,CCCCCCCCCCCCCCCC CCCCCCCCC,17,197,-0.0237979886666666,CCCCCCCCC,CCCCCCCCCCCCCCCC,17,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1934,1934,n-hexadecane,"2,5-dimethylheptane",-0.051293294,-0.116533816,-0.061875404,-0.051293294,,,,,-0.072570693,[61] ,CCCCCCCCCCCCCCCC,CCC(C)CCC(C)C,CCCCCCCCCCCCCCCC CCC(C)CCC(C)C,28,197,-0.072570693,CCC(C)CCC(C)C,CCCCCCCCCCCCCCCC,28,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1935,1935,n-hexadecane,Toluene,0.300104592,0.029558802,0.173953307,0.048790164,0.039220713,-0.478035801,-0.174353387,0.019802627,-0.015435832,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,Cc1ccccc1,CCCCCCCCCCCCCCCC Cc1ccccc1,8,197,-0.015435832,Cc1ccccc1,CCCCCCCCCCCCCCCC,8,197,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1936,1936,n-hexadecane,m-Xylene,0.254642218,0.076961041,0.173953307,0.039220713,0.086177696,-0.371063681,-0.127833372,,0.048790164,[61] ,CCCCCCCCCCCCCCCC,Cc1cccc(C)c1,CCCCCCCCCCCCCCCC Cc1cccc(C)c1,72,197,0.048790164,Cc1cccc(C)c1,CCCCCCCCCCCCCCCC,72,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1937,1937,n-hexadecane,p-Xylene,0.246860078,0.076961041,0.173953307,0.039220713,0.029558802,-0.385662481,-0.210721031,0.0,0.009950331,[61] ,CCCCCCCCCCCCCCCC,Cc1ccc(C)cc1,CCCCCCCCCCCCCCCC Cc1ccc(C)cc1,73,197,0.009950331,Cc1ccc(C)cc1,CCCCCCCCCCCCCCCC,73,197,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1938,1938,n-hexadecane,o-Xylene,0.292669614,0.076961041,0.173953307,0.039220713,0.09531018,-0.385662481,-0.139262067,,0.104360015,[61] ,CCCCCCCCCCCCCCCC,Cc1ccccc1C,CCCCCCCCCCCCCCCC Cc1ccccc1C,79,197,0.104360015,Cc1ccccc1C,CCCCCCCCCCCCCCCC,79,197,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1939,1939,n-hexadecane,ethylbenzene,0.322083499,0.048790164,0.148420005,0.058268908,0.104360015,-0.430782916,-0.223143551,0.067658648,0.131028262,[61] ,CCCCCCCCCCCCCCCC,CCc1ccccc1,CCCCCCCCCCCCCCCC CCc1ccccc1,9,197,0.131028262,CCc1ccccc1,CCCCCCCCCCCCCCCC,9,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1940,1940,n-hexadecane,Mesitylene,0.122217633,0.086177696,0.131028262,0.029558802,0.182321557,,,,0.019802627,[61] ,CCCCCCCCCCCCCCCC,Cc1cc(C)cc(C)c1,CCCCCCCCCCCCCCCC Cc1cc(C)cc(C)c1,126,197,0.019802627,Cc1cc(C)cc(C)c1,CCCCCCCCCCCCCCCC,126,197,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
1941,1941,n-hexadecane,1-pentene,-0.127833372,-0.356674944,-0.15082289,-0.174353387,-0.116533816,-0.314710745,-0.186329578,-0.274436846,-0.062384943,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCCC=C,CCCCCCCCCCCCCCCC CCCC=C,32,197,-0.062384943,CCCC=C,CCCCCCCCCCCCCCCC,32,197,Train,Valid,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
1942,1942,n-hexadecane,1-hexene,-0.094310679,-0.261364764,-0.094310679,-0.127833372,-0.083381609,-0.415515444,-0.210721031,-0.248461359,-0.0461673055,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCCCC=C,CCCCCCCCCCCCCCCC CCCCC=C,22,197,-0.0461673055,CCCCC=C,CCCCCCCCCCCCCCCC,22,197,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Test
1943,1943,n-hexadecane,1-heptene,-0.072570693,-0.186329578,-0.061875404,-0.094310679,-0.116533816,-0.328504067,-0.328504067,,-0.037439332,"['[61] ', '[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCCCCC=C,CCCCCCCCCCCCCCCC CCCCCC=C,23,197,-0.037439332,CCCCCC=C,CCCCCCCCCCCCCCCC,23,197,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
1944,1944,n-hexadecane,1-octene,-0.040821995,-0.127833372,-0.040821995,-0.061875404,-0.020202707,-0.314710745,-0.342490309,-0.15082289,-0.061875404,[61] ,CCCCCCCCCCCCCCCC,CCCCCCC=C,CCCCCCCCCCCCCCCC CCCCCCC=C,24,197,-0.061875404,CCCCCCC=C,CCCCCCCCCCCCCCCC,24,197,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1945,1945,n-hexadecane,1-nonene,-0.030459207,-0.083381609,-0.020202707,-0.040821995,,,,,0.173953307,[61] ,CCCCCCCCCCCCCCCC,CCCCCCCC=C,CCCCCCCCCCCCCCCC CCCCCCCC=C,134,197,0.173953307,CCCCCCCC=C,CCCCCCCCCCCCCCCC,134,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Test
1946,1946,n-hexadecane,Methanol,4.164026085,2.364620484,2.798500104,3.803546529,3.976311495,0.371563556,19.77612922,5.240317422,4.091172871,[61] ,CCCCCCCCCCCCCCCC,CO,CCCCCCCCCCCCCCCC CO,42,197,4.091172871,CO,CCCCCCCCCCCCCCCC,42,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1947,1947,n-hexadecane,Ethanol,3.995260604,2.834389123,2.939690883,3.410157123,3.543564623,0.641853886,11.43407704,3.841385926,3.5547548525,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCO,CCCCCCCCCCCCCCCC CCO,29,197,3.5547548525,CCO,CCCCCCCCCCCCCCCC,29,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Valid,Train,Train
1948,1948,n-hexadecane,1-Propanol,3.9523969,2.702032129,2.786245049,3.280911216,3.328985048,0.783901544,7.368087289,3.664074335,3.186352633,[61] ,CCCCCCCCCCCCCCCC,CCCO,CCCCCCCCCCCCCCCC CCCO,91,197,3.186352633,CCCO,CCCCCCCCCCCCCCCC,91,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Test
1949,1949,n-hexadecane,2-Propanol,3.503453082,2.700689847,2.787477335,3.069447311,3.190064743,0.636576829,5.495814851,3.438814245,3.096934154,[61] ,CCCCCCCCCCCCCCCC,CC(C)O,CCCCCCCCCCCCCCCC CC(C)O,80,197,3.096934154,CC(C)O,CCCCCCCCCCCCCCCC,80,197,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1950,1950,n-hexadecane,1-Butanol,3.668676747,2.593013391,2.655352412,3.175968324,3.174714929,0.887891257,4.968701571,3.57682995,3.148453361,[61] ,CCCCCCCCCCCCCCCC,CCCCO,CCCCCCCCCCCCCCCC CCCCO,92,197,3.148453361,CCCCO,CCCCCCCCCCCCCCCC,92,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1951,1951,n-hexadecane,2-Butanol,3.193763124,2.592265168,2.656756907,2.978077338,2.871868286,0.678033543,3.441379171,3.132882112,2.820187701,[61] ,CCCCCCCCCCCCCCCC,CCC(C)O,CCCCCCCCCCCCCCCC CCC(C)O,135,197,2.820187701,CCC(C)O,CCCCCCCCCCCCCCCC,135,197,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
1952,1952,n-hexadecane,2-Methyl-1-propanol,3.396854632,2.592265168,2.656756907,3.175968324,3.160822893,0.959350221,4.123903364,3.470412451,3.235142797,[61] ,CCCCCCCCCCCCCCCC,CC(C)CO,CCCCCCCCCCCCCCCC CC(C)CO,136,197,3.235142797,CC(C)CO,CCCCCCCCCCCCCCCC,136,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1953,1953,n-hexadecane,2-Methyl-2-propanol,3.320710131,2.432735777,2.420368129,2.629728234,,0.765467842,2.871302195,2.880321422,2.66792241,[61] ,CCCCCCCCCCCCCCCC,CC(C)(C)O,CCCCCCCCCCCCCCCC CC(C)(C)O,137,197,2.66792241,CC(C)(C)O,CCCCCCCCCCCCCCCC,137,197,Train,Train,Valid,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train
1954,1954,n-hexadecane,1-pentanol,3.767228421,2.498151877,2.540814282,3.086486637,3.140265424,0.916290732,3.1755507,3.555062306,3.118392286,[61] ,CCCCCCCCCCCCCCCC,CCCCCO,CCCCCCCCCCCCCCCC CCCCCO,104,197,3.118392286,CCCCCO,CCCCCCCCCCCCCCCC,104,197,Train,Valid,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1955,1955,n-hexadecane,3-Methyl-1-butanol,3.56416621,2.49732917,2.541601993,3.086486637,,0.770108222,2.383242996,,3.262701304,[61] ,CCCCCCCCCCCCCCCC,CC(C)CCO,CCCCCCCCCCCCCCCC CC(C)CCO,138,197,3.262701304,CC(C)CCO,CCCCCCCCCCCCCCCC,138,197,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
1956,1956,n-hexadecane,1-hexanol,3.378269877,2.413231613,2.43798973,3.007166651,3.154443965,0.943905899,2.159868791,3.817272669,2.944965157,[61] ,CCCCCCCCCCCCCCCC,CCCCCCO,CCCCCCCCCCCCCCCC CCCCCCO,121,197,2.944965157,CCCCCCO,CCCCCCCCCCCCCCCC,121,197,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1957,1957,n-hexadecane,1-octanol,3.262701304,2.260720889,2.260720889,2.869034621,2.925309809,1.187843422,1.74745921,2.846071499,3.013572192,[61] ,CCCCCCCCCCCCCCCC,CCCCCCCCO,CCCCCCCCCCCCCCCC CCCCCCCCO,139,197,3.013572192,CCCCCCCCO,CCCCCCCCCCCCCCCC,139,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1958,1958,n-hexadecane,phenol,3.403527997,2.416806237,2.601207105,2.898670561,3.434309733,0.751416089,6.526348436,5.600752574,3.07176696,[61] ,CCCCCCCCCCCCCCCC,Oc1ccccc1,CCCCCCCCCCCCCCCC Oc1ccccc1,140,197,3.07176696,Oc1ccccc1,CCCCCCCCCCCCCCCC,140,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1959,1959,n-hexadecane,m-cresol,3.197447877,2.294552921,2.414126468,2.719978772,,0.693147181,4.29687716,3.094672221,3.035914063,[61] ,CCCCCCCCCCCCCCCC,Cc1cccc(O)c1,CCCCCCCCCCCCCCCC Cc1cccc(O)c1,94,197,3.035914063,Cc1cccc(O)c1,CCCCCCCCCCCCCCCC,94,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1960,1960,n-hexadecane,Methyl acetate,1.266947603,0.78845736,1.033184483,1.147402453,1.278152203,-0.210721031,-0.072570693,1.376244025,0.5410852023333333,"['[61] ', '[119] ', '[119] ']",CCCCCCCCCCCCCCCC,CC(=O)OC,CCCCCCCCCCCCCCCC CC(=O)OC,127,197,0.5410852023333333,CC(=O)OC,CCCCCCCCCCCCCCCC,127,197,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Test
1961,1961,n-hexadecane,Methyl propanoate,1.01523068,0.722705983,0.91228271,1.01523068,1.00063188,-0.040821995,,,-0.072570693,[119] ,CCCCCCCCCCCCCCCC,CCC(=O)OC,CCCCCCCCCCCCCCCC CCC(=O)OC,141,197,-0.072570693,CCC(=O)OC,CCCCCCCCCCCCCCCC,141,197,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1962,1962,n-hexadecane,Methyl butanoate,0.904218151,0.678033543,0.824175443,0.920282753,0.932164081,,,,-0.223143551,[119] ,CCCCCCCCCCCCCCCC,CCCC(=O)OC,CCCCCCCCCCCCCCCC CCCC(=O)OC,142,197,-0.223143551,CCCC(=O)OC,CCCCCCCCCCCCCCCC,142,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Valid,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train
1963,1963,n-hexadecane,Methyl pentanoate,0.824175443,0.641853886,0.75612198,0.850150929,,,,,-0.261364764,[119] ,CCCCCCCCCCCCCCCC,CCCCC(=O)OC,CCCCCCCCCCCCCCCC CCCCC(=O)OC,143,197,-0.261364764,CCCCC(=O)OC,CCCCCCCCCCCCCCCC,143,197,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1964,1964,n-hexadecane,Methyl hexanoate,0.770108222,0.615185639,0.698134722,0.792992516,0.810930216,,,,-0.494296322,[119] ,CCCCCCCCCCCCCCCC,CCCCCC(=O)OC,CCCCCCCCCCCCCCCC CCCCCC(=O)OC,144,197,-0.494296322,CCCCCC(=O)OC,CCCCCCCCCCCCCCCC,144,197,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1965,1965,n-hexadecane,Ethyl acetate,1.064710737,0.722705983,0.91228271,1.01523068,1.17557333,-0.210721031,-0.072570693,1.376244025,0.3760348073333333,"['[61] ', '[119] ', '[119] ']",CCCCCCCCCCCCCCCC,CCOC(=O)C,CCCCCCCCCCCCCCCC CCOC(=O)C,54,197,0.3760348073333333,CCOC(=O)C,CCCCCCCCCCCCCCCC,54,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1966,1966,n-hexadecane,Ethyl butyrate,0.78845736,0.357674444,0.553885113,0.657520003,,-0.010050336,,,-0.579818495,[119] ,CCCCCCCCCCCCCCCC,CCCC(=O)OCC,CCCCCCCCCCCCCCCC CCCC(=O)OCC,145,197,-0.579818495,CCCC(=O)OCC,CCCCCCCCCCCCCCCC,145,197,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1967,1967,n-hexadecane,Propyl acetate,0.924258902,0.678033543,0.824175443,0.920282753,-2.995732274,0.009950331,-0.342490309,1.211940974,0.4144505505,"['[61] ', '[119] ']",CCCCCCCCCCCCCCCC,CCCOC(=O)C,CCCCCCCCCCCCCCCC CCCOC(=O)C,146,197,0.4144505505,CCCOC(=O)C,CCCCCCCCCCCCCCCC,146,197,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1968,1968,n-hexadecane,Butyl Acetate,0.854415328,0.641853886,0.75612198,0.850150929,0.891998039,-0.051293294,-0.342490309,0.667829373,0.3084299565,"['[61] ', '[119] ']",CCCCCCCCCCCCCCCC,CCCCOC(=O)C,CCCCCCCCCCCCCCCC CCCCOC(=O)C,55,197,0.3084299565,CCCCOC(=O)C,CCCCCCCCCCCCCCCC,55,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1969,1969,n-hexadecane,Pentyl Acetate,0.779324877,0.615185639,0.698134722,0.792992516,,,,,-0.235722334,[119] ,CCCCCCCCCCCCCCCC,CCCCCOC(=O)C,CCCCCCCCCCCCCCCC CCCCCOC(=O)C,147,197,-0.235722334,CCCCCOC(=O)C,CCCCCCCCCCCCCCCC,147,197,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Valid,Train,Valid,Train,Valid,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train
1970,1970,n-hexadecane,Tetrahydrofuran,0.270027137,0.09531018,0.262364264,0.067658648,-0.105360516,-0.274436846,0.438254931,0.048790164,0.165514438,[61] ,CCCCCCCCCCCCCCCC,C1CCOC1,CCCCCCCCCCCCCCCC C1CCOC1,34,197,0.165514438,C1CCOC1,CCCCCCCCCCCCCCCC,34,197,Valid,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Test
1971,1971,n-hexadecane,"1,4-Dioxane",0.936093359,1.578978705,1.470175845,0.819779831,0.774727168,-0.274436846,1.345472367,0.951657876,0.88376754,[61] ,CCCCCCCCCCCCCCCC,C1COCCO1,CCCCCCCCCCCCCCCC C1COCCO1,43,197,0.88376754,C1COCCO1,CCCCCCCCCCCCCCCC,43,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Test
1972,1972,n-hexadecane,Diethyl ether,0.104360015,-0.186329578,0.029558802,0.019802627,0.198850859,-0.301105093,-0.544727175,0.113328685,0.029558802,[61] ,CCCCCCCCCCCCCCCC,CCOCC,CCCCCCCCCCCCCCCC CCOCC,38,197,0.029558802,CCOCC,CCCCCCCCCCCCCCCC,38,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
1973,1973,n-hexadecane,Anisole,0.947789399,1.01523068,1.166270937,0.841567186,,-0.105360516,0.604315967,0.841567186,0.75612198,[61] ,CCCCCCCCCCCCCCCC,COc1ccccc1,CCCCCCCCCCCCCCCC COc1ccccc1,148,197,0.75612198,COc1ccccc1,CCCCCCCCCCCCCCCC,148,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
1974,1974,n-hexadecane,2-Butanone,1.437462648,1.226712291,1.45395301,1.286474026,1.289232648,-0.105360516,0.207014169,1.10856262,1.232564511,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCC(C)=O,CCCCCCCCCCCCCCCC CCC(C)=O,30,197,1.232564511,CCC(C)=O,CCCCCCCCCCCCCCCC,30,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train
1975,1975,n-hexadecane,2-Pentanone,1.247032294,1.166270937,1.342864803,1.205970807,1.134622726,-0.072570693,-0.105360516,0.91228271,1.147402453,[61] ,CCCCCCCCCCCCCCCC,CCCC(C)=O,CCCCCCCCCCCCCCCC CCCC(C)=O,40,197,1.147402453,CCCC(C)=O,CCCCCCCCCCCCCCCC,40,197,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
1976,1976,n-hexadecane,Acetophenone,1.909542505,2.181546765,2.288486169,2.457021446,1.506297154,0.392042088,2.946542029,1.101940079,1.729884066,[61] ,CCCCCCCCCCCCCCCC,CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC CC(=O)c1ccccc1,149,197,1.729884066,CC(=O)c1ccccc1,CCCCCCCCCCCCCCCC,149,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1977,1977,n-hexadecane,Propionaldehyde,1.289232648,0.996948635,1.289232648,1.05431203,,,,,1.118414916,[61] ,CCCCCCCCCCCCCCCC,CCC=O,CCCCCCCCCCCCCCCC CCC=O,150,197,1.118414916,CCC=O,CCCCCCCCCCCCCCCC,150,197,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
1978,1978,n-hexadecane,Butyraldehyde,1.085189268,0.959350221,1.184789985,0.993251773,1.115141591,-0.223143551,-0.616186139,0.765467842,1.061256502,[61] ,CCCCCCCCCCCCCCCC,CCCC=O,CCCCCCCCCCCCCCCC CCCC=O,106,197,1.061256502,CCCC=O,CCCCCCCCCCCCCCCC,106,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
1979,1979,n-hexadecane,1-Chloropropane,0.270027137,-0.328504067,-0.072570693,0.067658648,0.148420005,,,,0.148420005,[61] ,CCCCCCCCCCCCCCCC,CCCCl,CCCCCCCCCCCCCCCC CCCCl,44,197,0.148420005,CCCCl,CCCCCCCCCCCCCCCC,44,197,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
1980,1980,n-hexadecane,1-Chlorobutane,0.262364264,-0.235722334,-0.030459207,0.067658648,0.165514438,-0.385662481,-0.446287103,0.086177696,0.1864709585,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,CCCCCl,CCCCCCCCCCCCCCCC CCCCCl,58,197,0.1864709585,CCCCCl,CCCCCCCCCCCCCCCC,58,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Test
1981,1981,n-hexadecane,2-chloro-2-methylpropane,0.444685821,-0.342490309,-0.162518929,-0.139262067,0.104360015,,,,0.270027137,[61] ,CCCCCCCCCCCCCCCC,CC(C)(C)Cl,CCCCCCCCCCCCCCCC CC(C)(C)Cl,75,197,0.270027137,CC(C)(C)Cl,CCCCCCCCCCCCCCCC,75,197,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
1982,1982,n-hexadecane,Dichloromethane,0.385262401,-0.210721031,0.157003749,0.378436436,0.336472237,-0.544727175,0.90825856,0.254642218,0.3640399334999999,"['[61] ', '[61] ']",CCCCCCCCCCCCCCCC,ClCCl,CCCCCCCCCCCCCCCC ClCCl,45,197,0.3640399334999999,ClCCl,CCCCCCCCCCCCCCCC,45,197,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
